686	1.64E-02	6.72E-03	1.59E-02	2.54E-02
687	1.11E-02	3.74E-03	1.08E-02	1.84E-02
688	1.29E-02	4.69E-03	1.26E-02	2.08E-02
689	1.29E-02	4.72E-03	1.26E-02	2.09E-02
690	1.36E-02	5.08E-03	1.32E-02	2.17E-02
691	1.43E-02	5.50E-03	1.38E-02	2.25E-02
692	1.49E-02	5.88E-03	1.42E-02	2.29E-02
693	1.50E-02	5.96E-03	1.36E-02	2.21E-02
694	1.51E-02	6.02E-03	1.33E-02	2.16E-02
695	1.56E-02	6.31E-03	1.41E-02	2.28E-02
696	1.56E-02	6.33E-03	1.41E-02	2.28E-02
697	1.63E-02	6.71E-03	1.55E-02	2.48E-02
698	1.61E-02	6.62E-03	1.53E-02	2.44E-02
699	1.59E-02	6.49E-03	1.46E-02	2.35E-02
700	1.58E-02	6.42E-03	1.44E-02	2.32E-02
701	1.57E-02	6.38E-03	1.41E-02	2.28E-02
702	1.57E-02	6.42E-03	1.44E-02	2.32E-02
703	1.58E-02	6.45E-03	1.45E-02	2.33E-02
704	1.62E-02	6.66E-03	1.52E-02	2.43E-02
705	1.63E-02	6.70E-03	1.51E-02	2.42E-02
706	1.62E-02	6.69E-03	1.52E-02	2.44E-02
707	1.63E-02	6.71E-03	1.52E-02	2.44E-02
708	1.63E-02	6.73E-03	1.53E-02	2.45E-02
709	1.63E-02	6.74E-03	1.55E-02	2.48E-02
710	1.64E-02	6.76E-03	1.54E-02	2.47E-02
711	1.63E-02	6.75E-03	1.55E-02	2.48E-02
712	1.63E-02	6.74E-03	1.56E-02	2.48E-02
713	1.62E-02	6.69E-03	1.54E-02	2.45E-02
714	1.62E-02	6.73E-03	1.55E-02	2.47E-02
715	1.58E-02	6.54E-03	1.48E-02	2.37E-02
716	1.59E-02	6.56E-03	1.47E-02	2.36E-02
717	1.46E-02	5.77E-03	1.16E-02	1.92E-02
718	1.38E-02	5.42E-03	1.03E-02	1.72E-02
719	1.27E-02	4.95E-03	9.51E-03	1.59E-02
